LOCUS	CLASS	MEAN	SEM	CI_95	DF	NUM_BC	CHIP_READS	CRX_MOTIFN	CRX_MOTIF_SUM	GC_FRAC	ORCHID_SUM	PHOTOR_GENE	OCCUPANCY_6	OCCUPANCY_9	AAAA	CCCGGGGC_FREQ	NRL_MOTIFN	NRL_MOTIF_SCORE
chr8_98298969_CBRMUT	CBRMUT	0.812797746	0.063846772	0.139109986	12	3	NA	0	0	0.469387755	29.50145833	NA	0.785469116	2.548929309	0	0.240963855	0	0
chr8_98331446_CBRM	CBRM	0.022484081	0.006595176	0.014369635	12	3	41	1	10.27157268	0.56122449	39.98083333	0	1.587963108	2.572025885	0	0.373493976	0	0
chr8_98331446_CBRMUT	CBRMUT	0.024468162	0.008621493	0.018784595	12	3	NA	0	0	0.571428571	41.19495833	NA	0.720162707	1.560594658	0	0.373493976	0	0
chr8_98331446_SCRCBRM	SCRCBRM	0.129895473	0.009082394	0.019788811	12	3	NA	0	0	0.56122449	38.89133333	NA	0.774119796	1.875532822	0	0.373493976	0	0
chr8_98888729_SCRUBR	SCRUBR	1.332829354	0.080049257	0.195873327	6	2	NA	0	0	0.336734694	18.05108333	NA	0.722277328	1.89695716	4	0.108433735	0	0
chr8_98888729_UBR	UBR	0.345003069	0.037436071	0.081566085	12	3	NA	1	11.57401656	0.336734694	16.92695833	NA	1.08438254	2.07474964	3	0.108433735	0	0
chr9_100352829_UBR	UBR	2.346184821	0.142528744	0.310543052	12	3	NA	1	10.77169723	0.479591837	31.59295833	NA	0.868943484	1.38645615	0	0.240963855	0	0
chr9_101154084_CBRNO	CBRNO	2.188024955	0.201012902	0.437968921	12	3	33	0	0	0.724489796	49.33070833	0	0.477629714	1.17383749	0	0.578313253	0	0
chr9_104913199_SCRUBR	SCRUBR	0.205545824	0.018911491	0.041204545	12	3	NA	0	0	0.37755102	21.68270833	NA	0.068474968	0.961222894	2	0.144578313	1	10.02167549
chr9_104913199_UBR	UBR	0.965520763	0.136419316	0.333805789	6	2	NA	1	10.04892552	0.37755102	20.78358333	NA	1.159249225	2.670155068	2	0.144578313	0	0
chr9_105537409_UBR	UBR	1.235919002	0.080120482	0.174567307	12	3	NA	2	29.80953702	0.387755102	23.96433333	NA	2.233284148	3.577065828	0	0.13253012	0	0
chr9_106183248_CBRM	CBRM	1.865281612	0.144076491	0.3139153	12	3	42	1	10.58062939	0.540816327	32.77295833	0	0.90362079	1.040041695	1	0.313253012	0	0
chr9_106183248_CBRMUT	CBRMUT	1.722217169	0.072983044	0.159016187	12	3	NA	0	0	0.551020408	33.53908333	NA	0.002032493	0.040150849	1	0.325301205	0	0
chr9_106270195_CBRNO	CBRNO	3.737960628	0.098450961	0.214505938	12	3	29	0	0	0.571428571	34.58458333	3	0.405673866	0.937371727	0	0.325301205	0	0
chr9_106724083_CBRNO	CBRNO	1.25192638	0.053227554	0.115972727	12	3	23	0	0	0.540816327	32.34545833	0	0.014574538	0.276080272	0	0.313253012	0	0
chr9_107489875_CBRM	CBRM	1.377659272	0.087657538	0.214490107	6	2	62	2	21.72258693	0.56122449	42.08970833	0	1.726621594	1.997345488	0	0.313253012	1	10.07670019
chr9_107489875_CBRMUT	CBRMUT	1.511765	0.106462965	0.231962573	12	3	NA	0	0	0.581632653	44.17058333	NA	0.000720299	0.014387564	0	0.325301205	1	10.02167549
chr9_107489875_SCRCBRM	SCRCBRM	0.512494882	0.077543133	0.189741068	6	2	NA	0	0	0.56122449	42.83083333	NA	0.027092395	0.366839689	0	0.313253012	0	0
chr9_107578100_CBRM	CBRM	1.231443718	0.158575442	0.345505758	12	3	67	2	24.91335601	0.520408163	35.65120833	1	2.031646938	2.581036312	0	0.277108434	0	0
chr9_107578100_CBRMUT	CBRMUT	0.415377433	0.049335751	0.120720143	6	2	NA	0	0	0.540816327	37.21445833	NA	0.037029347	0.468510314	0	0.277108434	0	0
chr9_107578100_SCRCBRM	SCRCBRM	0.549117712	0.051578155	0.112379	12	3	NA	0	0	0.520408163	35.55108333	NA	1.180342206	2.488284206	0	0.265060241	3	35.60300452
chr9_107580779_CBRM	CBRM	0.020711916	0.007583381	0.016522747	12	3	187	1	10.77169723	0.459183673	27.22558333	1	1.522530648	3.169527897	0	0.240963855	2	26.50902553
chr9_107580779_CBRMUT	CBRMUT	0.278713236	0.113841387	0.248038752	12	3	NA	0	0	0.469387755	28.15395833	NA	0.6788152	2.160121633	0	0.253012048	2	26.50902553
chr9_10790659_SCRUBR	SCRUBR	0.235922014	0.020342755	0.044322997	12	3	NA	1	12.07981953	0.367346939	18.39470833	NA	1.548568406	3.240686527	1	0.13253012	0	0
chr9_10790659_UBR	UBR	0.011864462	0.003909215	0.009565497	6	2	NA	2	22.15464595	0.367346939	18.17245833	NA	1.935209612	2.638485015	1	0.13253012	0	0
chr9_107975623_CBRM	CBRM	2.311135407	0.142918548	0.311392363	12	3	34	1	11.75664289	0.540816327	39.11483333	1	0.985431175	1.009542477	0	0.277108434	0	0
chr9_107975623_CBRMUT	CBRMUT	0.409730251	0.040804988	0.088906317	12	3	NA	0	0	0.551020408	40.10045833	NA	0.000547717	0.010979696	0	0.277108434	0	0
chr9_107975623_SCRCBRM	SCRCBRM	0.563714061	0.028745595	0.06263119	12	3	NA	0	0	0.540816327	39.17208333	NA	0.346047828	0.951365426	0	0.277108434	0	0
chr9_108265526_CBRM	CBRM	1.382050763	0.104421289	0.227514149	12	3	25	1	10.69794889	0.489795918	32.85345833	0	0.931307163	1.176725165	0	0.204819277	0	0
chr9_108265526_CBRMUT	CBRMUT	1.510912848	0.080722938	0.175879945	12	3	NA	0	0	0.5	34.09958333	NA	0.010391582	0.181197541	0	0.204819277	0	0
chr9_108265526_SCRCBRM	SCRCBRM	0.129402173	0.015450476	0.033663652	12	3	NA	0	0	0.489795918	34.66033333	NA	0.105320546	1.082811686	0	0.204819277	0	0
chr9_108433418_CBRM	CBRM	1.80579716	0.093159769	0.202977436	12	3	30	1	12.07981953	0.479591837	31.51808333	0	1.02387976	1.528598572	0	0.21686747	0	0
chr9_108433418_CBRMUT	CBRMUT	0.714261597	0.052142017	0.113607548	12	3	NA	0	0	0.489795918	32.34145833	NA	0.030888017	0.531752064	0	0.21686747	0	0
chr9_108433418_SCRCBRM	SCRCBRM	1.666052406	0.117546739	0.256112011	12	3	NA	0	0	0.479591837	29.77570833	NA	0.551040222	1.053711071	0	0.204819277	0	0
chr9_108481074_CBRM	CBRM	1.791609478	0.066806839	0.145559409	12	3	35	1	10.34472878	0.612244898	40.94483333	0	0.729211159	1.003995369	0	0.301204819	0	0
chr9_108481074_CBRMUT	CBRMUT	1.555969579	0.066786651	0.145515423	12	3	NA	0	0	0.62244898	41.92783333	NA	0.001114403	0.022297499	0	0.313253012	1	12.27335709
chr9_108528129_UBR	UBR	1.094350343	0.160852916	0.350467942	12	3	NA	2	23.0113881	0.5	32.17545833	NA	1.914089776	2.282338143	0	0.253012048	1	10.78691033
chr9_108734876_CBRNO	CBRNO	0.147661439	0.009411432	0.020505721	12	3	27	0	0	0.551020408	37.01733333	0	0.18781719	1.836534254	0	0.265060241	0	0
chr9_108836551_CBRM	CBRM	0.20689821	0.014112807	0.030749124	12	3	44	2	26.11440967	0.530612245	37.64845833	0	1.8453227	2.462890086	0	0.301204819	1	10.78691033
chr9_108836551_CBRMUT	CBRMUT	0.677967715	0.012614179	0.030865761	6	2	NA	0	0	0.551020408	39.15445833	NA	0.042525353	0.493654987	0	0.313253012	1	10.78691033
chr9_108836551_SCRCBRM	SCRCBRM	1.370539464	0.087185168	0.189959915	12	3	NA	1	12.83353649	0.530612245	37.43895833	NA	1.281108934	1.906701026	0	0.301204819	0	0
chr9_110360668_CBRM	CBRM	0.345742896	0.025330784	0.055190966	12	3	29	1	10.20194783	0.408163265	27.12683333	1	0.841689334	1.381120869	0	0.156626506	0	0
chr9_110360668_CBRMUT	CBRMUT	0.480974024	0.053739856	0.117088936	12	3	NA	0	0	0.418367347	28.04283333	NA	0.021300624	0.389014084	0	0.168674699	0	0
chr9_110360668_SCRCBRM	SCRCBRM	0.660972112	0.021184177	0.046156298	12	3	NA	0	0	0.408163265	27.31220833	NA	0.418667237	1.390510445	0	0.156626506	0	0
chr9_110556771_CBRM	CBRM	2.306948823	0.114687994	0.249883347	12	3	35	1	11.94857499	0.612244898	37.84420833	0	0.991625398	1.015361844	0	0.409638554	0	0
chr9_110556771_CBRMUT	CBRMUT	0.878930911	0.059633551	0.129930178	12	3	NA	0	0	0.62244898	38.75095833	NA	0.005854777	0.107563288	0	0.409638554	0	0
chr9_110976279_UBR	UBR	0.467579009	0.037616035	0.081958193	12	3	NA	1	11.25561154	0.428571429	24.08408333	NA	1.550494157	3.093898374	0	0.168674699	0	0
chr9_114582200_CBRNO	CBRNO	2.020754765	0.069833571	0.152154083	12	3	108	0	0	0.571428571	38.91895833	0	0.63912766	1.851360692	0	0.265060241	0	0
chr9_114582200_SCRCBRNO	SCRCBRNO	1.006044031	0.125157004	0.272693333	12	3	NA	0	0	0.571428571	38.64258333	NA	0.218771223	0.9056636	0	0.265060241	0	0
chr9_115580879_UBR	UBR	0.638752207	0.087318441	0.190250292	12	3	NA	1	13.4902843	0.37755102	23.27558333	NA	1.126583693	2.264052164	0	0.108433735	2	23.01900761
chr9_116729379_SCRUBR	SCRUBR	0.464043056	0.039492293	0.086046204	12	3	NA	0	0	0.316326531	15.96720833	NA	0.015188974	0.282217354	2	0.13253012	0	0
chr9_116729379_UBR	UBR	0.003320404	0.001619577	0.00396296	6	2	NA	2	24.4247871	0.316326531	16.12658333	NA	1.869235766	2.664498028	3	0.13253012	2	22.29641413
chr9_117949538_CBRNO	CBRNO	0.734020408	0.033889202	0.073838131	12	3	20	0	0	0.632653061	42.62608333	0	0.024968975	0.349798588	0	0.421686747	0	0
chr9_117949538_SCRCBRNO	SCRCBRNO	0.786525311	0.042111349	0.103042681	6	2	NA	0	0	0.632653061	43.33458333	NA	0.000215072	0.004315615	0	0.421686747	0	0
chr9_119218829_CBRM	CBRM	0.408813408	0.03480405	0.075831412	12	3	64	2	20.56237125	0.448979592	33.55658333	0	1.613980035	2.626584685	0	0.204819277	0	0
chr9_119218829_CBRMUT	CBRMUT	0.564220043	0.028627591	0.062374081	12	3	NA	0	0	0.469387755	35.30570833	NA	0.03938962	0.655573836	0	0.228915663	0	0
chr9_119218829_SCRCBRM	SCRCBRM	0.537440458	0.041473081	0.090361963	12	3	NA	1	13.4902843	0.448979592	32.54933333	NA	1.278030111	2.249227359	0	0.204819277	1	10.34472878
chr9_120067009_CBRM	CBRM	0.327773823	0.020805722	0.045331715	12	3	33	1	10.97446653	0.479591837	31.40308333	0	1.107226761	2.08025206	0	0.192771084	0	0
chr9_120067009_CBRMUT	CBRMUT	0.362846711	0.029179096	0.063575706	12	3	NA	0	0	0.489795918	32.38870833	NA	0.13820944	1.081928965	0	0.192771084	0	0
chr9_120067009_SCRCBRM	SCRCBRM	1.064761716	0.072863112	0.158754877	12	3	NA	0	0	0.479591837	32.53983333	NA	0.024419484	0.396762158	0	0.192771084	0	0
chr9_121651128_CBRM	CBRM	1.096769286	0.058575542	0.127624976	12	3	32	1	11.25561154	0.469387755	30.93458333	0	1.346284327	2.098491441	0	0.192771084	0	0
chr9_121651128_CBRMUT	CBRMUT	0.375954289	0.013112239	0.028569077	12	3	NA	0	0	0.479591837	31.93495833	NA	0.381134467	1.100806797	0	0.192771084	0	0
chr9_122479969_UBR	UBR	1.792362661	0.071985779	0.156843335	12	3	NA	1	11.41981592	0.428571429	30.32708333	NA	0.982726333	1.016518019	0	0.168674699	0	0
chr9_123626727_CBRNO	CBRNO	0.400112085	0.023422913	0.051034078	12	3	28	0	0	0.540816327	42.47558333	0	0.003388884	0.065327853	0	0.265060241	0	0
chr9_123950599_SCRUBR	SCRUBR	0.486867922	0.039926661	0.086992608	12	3	NA	0	0	0.387755102	20.26408333	NA	0.180730391	1.610427991	0	0.144578313	0	0
chr9_123950599_UBR	UBR	0.867636006	0.032919777	0.07172594	12	3	NA	3	35.39375808	0.387755102	20.71708333	NA	3.073552508	3.764113471	0	0.156626506	0	0
chr9_124018839_UBR	UBR	0.436433268	0.038090553	0.082992077	12	3	NA	1	10.97446653	0.336734694	17.66583333	NA	2.395652694	3.907357341	0	0.120481928	0	0
chr9_13347649_UBR	UBR	0.469534682	0.027278152	0.05943391	12	3	NA	1	10.77169723	0.530612245	34.75270833	NA	1.142777221	2.056867325	0	0.265060241	0	0
chr9_13631922_CBRNO	CBRNO	0.245873935	0.021502229	0.046849271	12	3	53	0	0	0.581632653	37.80970833	3	0.169864449	0.821264464	1	0.385542169	0	0
chr9_13631922_SCRCBRNO	SCRCBRNO	0.056314699	0.012262675	0.026718038	12	3	NA	0	0	0.581632653	38.33720833	NA	0.053949982	0.542910421	2	0.385542169	0	0
chr9_14967349_SCRUBR	SCRUBR	0.033724067	0.007724477	0.018901101	6	2	NA	0	0	0.448979592	32.34895833	NA	0.508217963	1.994039916	0	0.192771084	0	0
chr9_14967349_UBR	UBR	0.530133766	0.049093457	0.106965316	12	3	NA	1	10.69794889	0.448979592	33.21583333	NA	0.824575558	1.21158517	0	0.192771084	0	0
chr9_15752683_CBRM	CBRM	0.0014593	0.000738244	0.001608492	12	3	64	2	26.16038005	0.428571429	25.20370833	2	2.405200062	3.281457012	0	0.156626506	0	0
chr9_15752683_CBRMUT	CBRMUT	0.416401233	0.027613931	0.060165509	12	3	NA	0	0	0.448979592	26.76695833	NA	0.42232752	1.290740603	0	0.156626506	0	0
chr9_16342229_SCRUBR	SCRUBR	0.2398139	0.071877526	0.156607473	12	3	NA	0	0	0.346938776	23.87670833	NA	0.053669612	0.929532417	0	0.144578313	0	0
chr9_20692596_CBRNO	CBRNO	0.155855718	0.013184195	0.028725856	12	3	31	0	0	0.591836735	42.52295833	0	0.001773648	0.034675247	0	0.385542169	0	0
chr9_20815379_UBR	UBR	0.163350991	0.017112522	0.037284934	12	3	NA	1	13.4902843	0.510204082	35.40720833	NA	0.999977821	1.044969618	0	0.21686747	0	0
chr9_20896639_CBRM	CBRM	0.063649643	0.004976203	0.0108422	12	3	30	1	11.14040568	0.5	35.01083333	0	1.799393308	3.030847573	0	0.253012048	0	0
chr9_20896639_CBRMUT	CBRMUT	0.053996772	0.003713307	0.00809059	12	3	NA	0	0	0.510204082	35.93920833	NA	0.903445831	2.036622585	0	0.265060241	0	0
chr9_20896639_SCRCBRM	SCRCBRM	0.00594984	0.001062538	0.002315067	12	3	NA	2	24.25171171	0.5	34.51795833	NA	2.502156338	3.244542827	0	0.265060241	1	10.78691033
chr9_21069614_CBRM	CBRM	1.074994969	0.077776748	0.169460757	12	3	47	1	11.75664289	0.62244898	38.51720833	0	1.070315524	1.657924634	0	0.361445783	0	0
chr9_21069614_CBRMUT	CBRMUT	0.824098707	0.068277348	0.148763368	12	3	NA	0	0	0.632653061	39.50283333	NA	0.085452737	0.659776876	0	0.361445783	0	0
chr9_21069614_SCRCBRM	SCRCBRM	0.38812318	0.051659598	0.112556449	12	3	NA	0	0	0.62244898	39.43420833	NA	0.269151104	1.221804837	0	0.361445783	0	0
chr9_21741269_CBRNO	CBRNO	2.340128736	0.151471475	0.330027563	12	3	32	0	0	0.581632653	35.32333333	0	0.407445339	1.198554553	0	0.373493976	0	0
chr9_21741269_SCRCBRNO	SCRCBRNO	1.035741133	0.068385352	0.148998688	12	3	NA	1	10.34472878	0.581632653	36.84183333	NA	0.899841645	2.257335597	0	0.373493976	0	0
chr9_21753759_SCRUBR	SCRUBR	0.890222261	0.07813106	0.170232735	12	3	NA	1	10.34472878	0.479591837	28.06745833	NA	1.274574801	3.309851981	0	0.192771084	2	23.99537578
chr9_21753759_UBR	UBR	0.230882287	0.023749421	0.051745476	12	3	NA	2	24.2533524	0.479591837	29.10433333	NA	1.977752543	2.55005495	0	0.180722892	0	0
chr9_22280024_CBRNO	CBRNO	0.244206472	0.016721747	0.03643351	12	3	39	0	0	0.632653061	41.40833333	3	0.012176885	0.230567418	0	0.409638554	0	0
chr9_22280024_SCRCBRNO	SCRCBRNO	0.592858942	0.033318812	0.07259536	12	3	NA	0	0	0.632653061	41.12833333	NA	0.023016683	0.322998503	0	0.409638554	0	0
chr9_25597649_SCRUBR	SCRUBR	0.179940121	0.00957152	0.020854524	12	3	NA	0	0	0.408163265	26.61545833	NA	1.088623087	1.953798641	0	0.180722892	0	0
chr9_25597649_UBR	UBR	0.001401309	0.00022788	0.000496506	12	3	NA	3	38.4301298	0.408163265	27.60883333	NA	3.465575267	4.269538354	0	0.180722892	0	0
chr9_26600554_CBRM	CBRM	0.781957006	0.02026594	0.044155633	12	3	102	1	11.57401656	0.510204082	38.50433333	3	1.814408374	2.866358243	0	0.21686747	0	0
chr9_26600554_CBRMUT	CBRMUT	0.481524425	0.058518053	0.127499718	12	3	NA	0	0	0.520408163	39.48995833	NA	0.838446697	1.868158244	0	0.21686747	1	10.56524636
chr9_26807280_CBRM	CBRM	0.149080068	0.006150722	0.015050264	6	2	156	1	10.97446653	0.56122449	38.41745833	0	0.972497654	1.064359655	0	0.325301205	0	0
chr9_26807280_CBRMUT	CBRMUT	0.241121004	0.024937525	0.05433413	12	3	NA	0	0	0.571428571	39.40308333	NA	0.00023657	0.004746947	0	0.325301205	0	0
chr9_26807280_SCRCBRM	SCRCBRM	0.377281066	0.036183961	0.078837977	12	3	NA	0	0	0.56122449	37.23483333	NA	0.093978486	0.831186861	0	0.325301205	0	0
chr9_28360829_UBR	UBR	0.222087474	0.033694119	0.073413083	12	3	NA	1	15.76968089	0.408163265	26.30570833	NA	1.012162405	1.236696776	1	0.192771084	0	0
chr9_29219874_CBRM	CBRM	0.717404789	0.032258893	0.070286	12	3	25	1	10.77169723	0.612244898	42.56470833	0	0.854537258	1.202625968	0	0.409638554	2	23.78286089
chr9_29219874_CBRMUT	CBRMUT	0.483783928	0.020111804	0.043819801	12	3	NA	0	0	0.62244898	43.49308333	NA	0.011733927	0.211201402	0	0.421686747	1	11.5095038
chr9_29219874_SCRCBRM	SCRCBRM	0.986720904	0.051612758	0.112454392	12	3	NA	0	0	0.612244898	41.32795833	NA	0.813743584	1.008344273	0	0.409638554	0	0
chr9_29249860_CBRNO	CBRNO	1.98075501	0.205245976	0.447191984	12	3	53	0	0	0.428571429	26.10358333	0	0.767810749	1.821523838	2	0.21686747	0	0
chr9_29959539_SCRUBR	SCRUBR	0.868153154	0.06561914	0.160564129	6	2	NA	0	0	0.357142857	22.25083333	NA	0.076712109	1.182450909	1	0.120481928	0	0
chr9_29959539_UBR	UBR	0.143043147	0.007006001	0.015264744	12	3	NA	2	22.39428244	0.357142857	22.13183333	NA	2.162194575	3.499984506	0	0.120481928	0	0
chr9_30716395_CBRM	CBRM	0.007506322	0.005885615	0.012823636	12	3	29	2	22.83963183	0.418367347	29.52508333	0	2.388372489	5.068463417	0	0.192771084	0	0
chr9_30716395_CBRMUT	CBRMUT	0.451801926	0.017929038	0.039063968	12	3	NA	0	0	0.43877551	31.33858333	NA	0.267294929	1.986150287	0	0.192771084	0	0
chr9_30716395_SCRCBRM	SCRCBRM	1.185431904	0.280551591	0.611268612	12	3	NA	0	0	0.418367347	29.46620833	NA	0.458352414	3.53301292	0	0.192771084	0	0
chr9_31333609_UBR	UBR	0.328687012	0.03482279	0.075872242	12	3	NA	1	11.25561154	0.387755102	26.93445833	NA	1.007848423	1.373779211	0	0.108433735	2	20.78256941
chr9_32675869_SCRUBR	SCRUBR	1.289761574	0.060918003	0.132728755	12	3	NA	1	12.07981953	0.5	30.62370833	NA	1.014805215	1.421367847	0	0.192771084	1	10.78691033
chr9_32675869_UBR	UBR	0.13014696	0.030625874	0.066727961	12	3	NA	2	24.78211148	0.5	30.37683333	NA	1.997392391	2.215306926	0	0.192771084	0	0
chr9_34307159_UBR	UBR	0.186130594	0.016969518	0.036973356	12	3	NA	1	10.97446653	0.489795918	31.19295833	NA	0.9511956	1.03525178	0	0.21686747	0	0
chr9_34852310_CBRM	CBRM	5.628460575	0.274092901	0.597196354	12	3	50	1	14.90476851	0.530612245	30.78908333	0	1.084260559	2.040256159	0	0.228915663	0	0
chr9_34852310_CBRMUT	CBRMUT	3.021629972	0.168308197	0.366711583	12	3	NA	0	0	0.540816327	31.52895833	NA	0.087164551	1.048973069	0	0.228915663	0	0
chr9_35245859_UBR	UBR	0.406714269	0.016754675	0.036505254	12	3	NA	2	22.42454831	0.469387755	31.91158333	NA	1.722813507	2.255536198	0	0.192771084	0	0
chr9_35377728_CBRNO	CBRNO	0.141888893	0.011436951	0.024918944	12	3	39	0	0	0.551020408	39.25908333	0	0.000558755	0.01116126	0	0.301204819	0	0
chr9_35377728_SCRCBRNO	SCRCBRNO	0.173611234	0.006933268	0.015106273	12	3	NA	0	0	0.551020408	40.17945833	NA	0.001003704	0.019889123	0	0.301204819	0	0
chr9_36758409_CBRM	CBRM	0.060692536	0.008452883	0.018417227	12	3	34	1	11.6507978	0.459183673	31.07170833	0	2.044820899	4.3859493	0	0.240963855	0	0
chr9_36758409_CBRMUT	CBRMUT	0.043766476	0.006749237	0.014705304	12	3	NA	0	0	0.469387755	31.89508333	NA	1.054700772	3.36496332	0	0.240963855	0	0
chr9_36758409_SCRCBRM	SCRCBRM	0.322754093	0.076265351	0.16616771	12	3	NA	1	11.6507978	0.459183673	31.28920833	NA	2.327161338	4.190360578	0	0.240963855	2	22.52527137
chr9_37274749_SCRUBR	SCRUBR	0.473102225	0.033719419	0.073468206	12	3	NA	0	0	0.37755102	21.25420833	NA	0.078599553	0.735029145	1	0.144578313	0	0
chr9_37274749_UBR	UBR	0.431187456	0.043132556	0.093977645	12	3	NA	1	10.04892552	0.37755102	21.44795833	NA	0.919228749	1.69138372	0	0.156626506	0	0
chr9_37808609_SCRUBR	SCRUBR	0.406684061	0.059904168	0.130519801	12	3	NA	0	0	0.306122449	21.13020833	NA	0.530272012	1.300125309	0	0.072289157	0	0
chr9_37808609_UBR	UBR	1.374056357	0.042448966	0.1038688	6	2	NA	2	20.51456674	0.306122449	20.12558333	NA	2.693915966	3.935601068	0	0.072289157	0	0
chr9_40161279_CBRM	CBRM	2.027440549	0.073692946	0.160562928	12	3	180	1	14.27621674	0.459183673	30.59708333	0	1.046258197	1.702547945	0	0.192771084	1	11.06120385
chr9_40161279_CBRMUT	CBRMUT	0.532760881	0.051478119	0.112161042	12	3	NA	0	0	0.469387755	31.17470833	NA	0.029891096	0.461450516	0	0.192771084	1	11.06120385
chr9_40161279_SCRCBRM	SCRCBRM	0.462635693	0.049818231	0.108544459	12	3	NA	0	0	0.459183673	30.36445833	NA	0.178679553	1.421102589	0	0.192771084	0	0
chr9_40182275_CBRM	CBRM	0.78778526	0.084457152	0.184016088	12	3	34	1	10.97446653	0.469387755	29.18395833	0	1.012285754	1.614742148	0	0.21686747	0	0
chr9_40182275_CBRMUT	CBRMUT	0.63786937	0.038285116	0.083415993	12	3	NA	0	0	0.479591837	30.16958333	NA	0.042188695	0.595192573	0	0.21686747	0	0
chr9_40182275_SCRCBRM	SCRCBRM	0.129900098	0.014366656	0.031302214	12	3	NA	0	0	0.469387755	30.80620833	NA	0.910730655	2.398982489	0	0.21686747	0	0
chr9_43239309_SCRUBR	SCRUBR	1.099310211	0.295904934	0.64472063	12	3	NA	0	0	0.387755102	23.54433333	NA	0.015145777	0.277648818	1	0.144578313	0	0
chr9_43239309_UBR	UBR	0.795540867	0.063940794	0.139314841	12	3	NA	1	11.75664289	0.387755102	24.27820833	NA	1.043213744	1.674275294	0	0.144578313	0	0
chr9_43495439_SCRUBR	SCRUBR	0.789797868	0.086829271	0.189184484	12	3	NA	1	10.97446653	0.397959184	25.52083333	NA	2.025782372	4.465525175	0	0.168674699	0	0
chr9_43495439_UBR	UBR	0.010497572	0.004210966	0.009174894	12	3	NA	2	23.63885466	0.397959184	25.06458333	NA	1.88932993	3.10917049	0	0.156626506	0	0
chr9_43554583_CBRNO	CBRNO	0.270716606	0.024461379	0.053296698	12	3	22	0	0	0.530612245	33.04470833	0	0.81056839	1.999784854	0	0.265060241	0	0
chr9_43554583_SCRCBRNO	SCRCBRNO	0.975047479	0.054157559	0.117999032	12	3	NA	0	0	0.530612245	32.72445833	NA	0.003181956	0.062345108	0	0.265060241	0	0
chr9_43566397_CBRM	CBRM	6.736952469	0.435642315	0.949181833	12	3	41	2	22.73110941	0.571428571	37.42908333	0	1.934328378	1.999586792	0	0.289156627	3	37.55741778
chr9_43566397_CBRMUT	CBRMUT	3.680007299	0.204512084	0.445592975	12	3	NA	0	0	0.591836735	39.66083333	NA	0.000237955	0.004773681	0	0.289156627	2	26.04791397
chr9_43566397_SCRCBRM	SCRCBRM	1.005600552	0.047165768	0.102765248	12	3	NA	0	0	0.571428571	36.94445833	NA	0.177389312	1.478826784	0	0.289156627	0	0
chr9_44095798_CBRM	CBRM	6.021240379	0.221789706	0.483237629	12	3	40	1	12.07981953	0.653061224	38.62958333	1	1.00590408	1.207525438	0	0.421686747	1	10.09551821
chr9_44095798_CBRMUT	CBRMUT	0.745593666	0.038778018	0.084489933	12	3	NA	0	0	0.663265306	39.45295833	NA	0.002024302	0.039644884	0	0.421686747	1	10.09551821
chr9_44095798_SCRCBRM	SCRCBRM	1.47274325	0.084023466	0.183071167	12	3	NA	1	10.34472878	0.653061224	39.29395833	NA	0.713096153	1.010682952	0	0.43373494	0	0
chr9_44169795_CBRNO	CBRNO	0.004127391	0.000805046	0.001754043	12	3	45	0	0	0.510204082	35.34958333	0	0.647085072	1.79669113	0	0.253012048	0	0
chr9_44169795_SCRCBRNO	SCRCBRNO	0.191353404	0.011301632	0.024624109	12	3	NA	0	0	0.510204082	35.74108333	NA	0.170582955	1.2925225	0	0.240963855	0	0
chr9_45620334_CBRM	CBRM	0.698097833	0.083688863	0.182342132	12	3	27	2	20.96952157	0.479591837	35.36795833	1	1.823405258	2.046363672	0	0.204819277	2	22.49068014
chr9_45620334_CBRMUT	CBRMUT	0.775358586	0.031233706	0.06805231	12	3	NA	0	0	0.5	37.86020833	NA	0.002878865	0.05652803	0	0.204819277	2	22.49068014
chr9_46090987_CBRNO	CBRNO	0.890112215	0.088917257	0.193733809	12	3	34	0	0	0.489795918	30.83858333	0	0.422792913	1.91852019	1	0.277108434	0	0
chr9_46455689_UBR	UBR	2.716949822	0.18807606	0.409782001	12	3	NA	1	10.58062939	0.479591837	33.12020833	NA	0.922007474	1.330344481	0	0.192771084	1	10.56524636
chr9_46607579_UBR	UBR	2.553302745	0.536565122	1.169073453	12	3	NA	2	22.02730877	0.367346939	25.48870833	NA	2.169848656	2.900853165	1	0.120481928	2	31.39264908
chr9_47210077_CBRM	CBRM	1.738099903	0.113147972	0.246527932	12	3	54	1	9.981741859	0.469387755	33.86170833	3	1.310766891	2.70421781	0	0.192771084	2	22.1224077
chr9_47210077_CBRMUT	CBRMUT	1.881118122	0.095669128	0.208444853	12	3	NA	0	0	0.479591837	34.72933333	NA	0.539604298	1.705218962	0	0.192771084	2	22.1224077
chr9_47210077_SCRCBRM	SCRCBRM	1.469144143	0.078606518	0.171268668	12	3	NA	0	0	0.469387755	33.21545833	NA	0.091193337	1.000511631	0	0.204819277	3	33.5706356
chr9_47587527_CBRNO	CBRNO	0.273190709	0.017806676	0.038797364	12	3	34	0	0	0.428571429	25.71608333	3	1.468514438	3.877661584	0	0.228915663	0	0
chr9_47587527_SCRCBRNO	SCRCBRNO	1.029526637	0.060515825	0.131852484	12	3	NA	1	10.58062939	0.428571429	27.01670833	NA	1.306303359	2.929077588	0	0.228915663	1	10.16503966
chr9_47613860_CBRM	CBRM	2.880338679	0.86713127	2.121792175	6	2	59	2	23.01225442	0.408163265	29.21908333	3	3.136918895	4.485004645	0	0.144578313	0	0
